gbif_download_key	input_checklist	gbif_download_created	gbif_download_status	gbif_download_doi
0008649-180412121330197	NA	2018-04-30T09:40:24.836+0000	SUCCEEDED	https://doi.org/10.15468/dl.oyf0jd
